6363c5c3a747f60d3e71a72d,,1982,我國農場生產函數之實證選擇,學士論文,,史濟增教授指導,,,,,,臺灣大學農業經濟學系,,臺北市,實際資料
6363c5c3a747f60d3e71a72d,,2009,Agricultural and Food Policy Reforms in Taiwan- Food Security Perspective,International Seminar on Agricultural and Food Policy Refroms: Food Security from the Perspectives of Asian small-scale Farmers,,,,,,,,FFTC,,,
6363c5c3a747f60d3e71a72d,,2015,The Restructuring Policy Of Agro-Manpower And Farmland In Taiwan,2015 FFTC-MARDI International Seminar on “Cultivating the Young Generation of Farmers with Farmland Policy Implications”,,,,,,,,FFTC&MARDI,,,
6363c5c3a747f60d3e71a72d,吳宇翔,2016,國際農產品價格水準對國內農業政策之影響與意涵,臺灣農村經濟學會105年學術研討會,,,,,,,,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2019,How Can Blockchain Help Agriculture—Some Cases in Taiwan,2019 Taiwan-Korea Agricultural Economics Conference,Emerging Issues in Agriculture and Environment,,,,,,,REST&KAEA,,,
6363c5c3a747f60d3e71a72d,,2019,區塊鏈的經濟理論意涵及其在農經應用,臺灣農村經濟學會108年學術研討會,,,,,,,,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2020,由農業結構看臺灣農業轉型與典範轉移,臺灣農村經濟學會109年學術研討會,,,,,,,,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2020,小農經濟與農業策略聯盟─陳希煌教授對臺灣農業經營的觀照與處方,臺灣農村經濟學會109年學術研討會,紀念陳希煌教授專題報告,,,,,,,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2022,農業碳權去中心化認驗證制度之規劃設計,臺灣農村經濟學會111年學術研討會,,,,,,,,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,1988,由青果承銷商抗稅談農產運銷問題之所在,農訓雜誌,,,,77年,1,25,28,中華民國農民團體幹部聯合訓練協會,,,
6363c5c3a747f60d3e71a72d,,1998,公地放領今昔面面觀,經濟年鑑,,,,86年,,,,經濟日報,,,
6363c5c3a747f60d3e71a72d,,1999,agp1-AGP煎出誘人大餅,工業雜誌,,,,,353,31,36,,,,
6363c5c3a747f60d3e71a72d,,1999,agp2-採購資訊之取得,工業雜誌,,,,,354,56,60,,,,
6363c5c3a747f60d3e71a72d,,1999,agp3-招標文件閱讀訣竅,工業雜誌,,,,,355,50,54,,,,
6363c5c3a747f60d3e71a72d,,1999,agp4-投標評估與準備,工業雜誌,,,,,357,58,61,,,,
6363c5c3a747f60d3e71a72d,,2000,agp5-投標方法與要領,工業雜誌,,,,,358,29,32,,,,
6363c5c3a747f60d3e71a72d,,2000,gats1-WTO的服務業貿易商機大餅,貿易雜誌,,,,,45,6,11,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,gats2-解讀WTO服務業承諾表,貿易雜誌,,,,,46,24,27,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,gats3-跨境提供服務的貿易實務,貿易雜誌,,,,,47,34,38,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,gats4-消費者跨境移動的服務貿易,貿易雜誌,,,,,48,30,33,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,gats5-商業呈現的貿易實務,貿易雜誌,,,,,49,39,40,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,agp6-採購契約之簽訂與履行,工業雜誌,,,,,361,31,36,,,,
6363c5c3a747f60d3e71a72d,,2000,gats7-開放金融市場對銀行業之挑戰與機會,慶豐月刊,,,,2000年,4月,8,9,慶豐銀行,,,
6363c5c3a747f60d3e71a72d,,2000,gats6-服務人員親臨的貿易實務,貿易雜誌,,,,,50,30,31,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,,2000,agp7-政府採購之申訴制度,工業雜誌,,,,,362,45,47,,,,
6363c5c3a747f60d3e71a72d,,2000,agp8-B to G：政府採購電子商務,工業雜誌,,,,,363,30,33,,,,
6363c5c3a747f60d3e71a72d,,2001,sa1-農業策略聯盟結盟方式之法律探討,農政與農情,,,,,105,52,56,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2001,ipr0-以霹靂為師─農業知識經濟試闡,農訓雜誌,,,,2001年,3,34,39,中華民國農民團體幹部聯合訓練協會,,,
6363c5c3a747f60d3e71a72d,莊淑芳、廖耀宗,2001,sa0-推動農業策略聯盟,農政與農情,,,,,107,6,12,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2001,WTO之農產貿易商機,航貿週刊,,,,,2001???,,,,,,
6363c5c3a747f60d3e71a72d,,2001,sa2-如何參與農業策略聯盟,農訓雜誌,,,,2001年,10,34,39,中華民國農民團體幹部聯合訓練協會,,,
6363c5c3a747f60d3e71a72d,鄭玉磬,2001,ipr1-農業知識經濟發展策略與步驟,農政與農情,,,,,112,41,45,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,鄭玉磬,2001,ipr2-農業知識之外顯與智財策略選擇,農政與農情,,,,,113,72,76,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,鄭玉磬,2001,ipr3-農業智財之成立或取得,農政與農情,,,,,114,53,59,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2002,gats8-台灣入會服務業展新頁,貿易雜誌,,,,,91,,,台北市進出口商業同業公會,,,
6363c5c3a747f60d3e71a72d,鄭玉磬,2002,ipr4-農業智財之保護與經營管理,農政與農情,,,,,115,67,70,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,鄭玉磬,2002,ipr5-政府部門農業智財之經營管理,農政與農情,,,,,116,50,54,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2002,ipr6-農業智財之價格形成與鑑價,農政與農情,,,,,117,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2002,ipr8-農業智財事業之投資與育成,農政與農情,,,,,118,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2002,農業發展有道理-農企業法人承受耕地許可制度,農訓雜誌,,,,2002年,7,36,39,中華民國農民團體幹部聯合訓練協會,,,
6363c5c3a747f60d3e71a72d,,2002,ipr9-國際對於植物新品種智財權保護之作法,農政與農情,,,,,122,60,64,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2002,農業發展條例修正施行2年檢討工作辦理情形,農政與農情,,,,,125,17,21,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2003,立法院三讀通過農業發展條例修正條文簡介,農政與農情,,,,,128,9,16,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2003,中國大陸2003年農業法修正內容分析,農政與農情,,,,,130,88,93,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2003,SARS對我農業部門之經濟影響評估,農政與農情,,,,,133,35,39,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2003,基因改造產品在全球農業及貿易之現況,農政與農情,,古德業原著,,,134,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2005,京都議定書生效施行對農業之挑戰與機會,農政與農情,,,,,152,60,63,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2005,新巴塞爾資本協定與全國農業金庫發展策略,農政與農情,,,,,156,46,50,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2005,參加APO會員國基本農業政策比較研究成果座談會紀要,農政與農情,,,,,164,60,63,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,藍敏全、李婉如,2006,出席WTO對我國貿易政策檢討(TPR)會議報告─農業政策部分,農政與農情,,,,,171,37,42,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,洪偉屏,2012,大陸地區農業專業人士來臺從事專業活動審查要點簡介,農政與農情,,,,,235,39,42,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,黃性男,2013,大陸地區農業專業人士來臺從事專業活動審查要點修正簡介,農政與農情,,,,,249,37,41,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,林秀喬、郭愷珶,2014,農業的必須及必要─自由經濟示範區─農業加值政策,農政與農情,,,,,261,28,33,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2015,Agricultural Direct Payment Policy in Taiwan,FFTC Agriculture Policy platform,,,,,,,,FFTC,,,
6363c5c3a747f60d3e71a72d,,2021,我國加入WTO 以來農業人力資源分析及人力因應,農業政策評論,,,,5,1,20,33,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2021,小農經濟與農業策略聯盟─陳希煌教授對臺灣農業經營的觀照與處方,農業政策評論,,,,5,2,19,37,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2021,我國加入WTO後農業政策演進,農政與農情,,,,,351,63,71,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2021,由農業指標看加入WTO後農業生產面成果,農政與農情,,,,,353,55,60,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2022,國內農業值得全民支持及全民須支持國內農業─食農教育參考論述,農業政策評論,,,,6,1,17,2,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2022,近期農產供需情勢分析與因應之道,農政與農情,,,,,360,49,56,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2022,我國加入 WTO 二十年農業部門回顧與展望,農業政策評論,,,,6,2,19,35,臺灣農村經濟學會,,,
6363c5c3a747f60d3e71a72d,,2023,我國雞蛋供需與產銷探討,農政與農情,,,,,371,44,53,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2023,新農業稻米政策思維與成果檢視,農政與農情,,,,,373,46,58,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,1987,農產運銷制度合理化的研究,健全社會經濟法規小組工作報告,,,,,4001,,,行政院經濟建設委員會健全社會經濟法規小組,,,
6363c5c3a747f60d3e71a72d,,1988,當前糧食產銷政策之檢討,健全社會經濟法規小組工作報告,,,,,4002,,,行政院經濟建設委員會健全社會經濟法規小組,,,
6363c5c3a747f60d3e71a72d,,1989,我國農業金融制度之檢討改進,健全社會經濟法規小組工作報告,,,,,4005,,,行政院經濟建設委員會健全社會經濟法規小組,,,
6363c5c3a747f60d3e71a72d,陳希煌,1991,太魯閣國家公園計畫之經濟效益評估,經濟叢刊之一二○,,,,,,,,行政院經建會綜合計畫處,,,
6363c5c3a747f60d3e71a72d,杜巧霞,1996,農業自由化之研究-建構與推動APEC行動綱領,外交部委託研究,,,,,,,,中華經濟研究院,,,
6363c5c3a747f60d3e71a72d,陳希煌、黃介良,1997,健全農會信用部體制之研究,行政院研究發展考核委員會委託研究,,,,,,,,行政院研究發展考核委員會,,,
6363c5c3a747f60d3e71a72d,,1998,APEC部分產業提前自願性自由化方案對國內產業之影響──蔬菜部門部分,行政院農業委員會補助計畫,臺灣農業政策管理系統之維護與開發(II),,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,1999,隨團參加兩岸青年學者農業論壇研討會參訪報告,參訪報告,,,,,,,,行政院大陸委員會,,,
6363c5c3a747f60d3e71a72d,,2000,隨團參加電機電子公會二○○○華南華東訪問團參訪報告,參訪報告,,,,,,,,行政院大陸委員會,,,
6363c5c3a747f60d3e71a72d,陳希煌等,1999,臺灣農業政策管理系統之維護與開發(III),行政院農業委員會補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,陳希煌等,2000,臺灣農業政策管理系統之維護與開發(IV),行政院農業委員會補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,許玉雪等,2001,臺灣農業政策管理系統之維護與開發(V),行政院農業委員會補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,許玉雪等,2002,臺灣農業政策管理系統之維護與開發(VI),行政院農業委員會補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2004,赴中國大陸武漢市參加海峽兩岸專利保護論壇報告,參訪報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,陳耀勳、蕭彩鳳、黃慇賢、韓寶珠、陳祈睿,2005,我國農業補貼政策調整方向之研究,行政院農業委員會自行研究報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2006,參加農業多功能性在WTO農業談判之意涵研討會報告,出國報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2007,台灣農業智慧財產權在中國大陸保護及經營管理相關課題之研究,行政院農業委員會自行研究報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,蔡秀婉,2009,參加第27屆國際農經學會大會及兩岸農業交流研討會報告,出國報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2009,參加FFTC農糧政策國際研討會─亞洲小農制觀點之糧食安全會議報告,出國報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,黃子彬等,2009,農業科技研發成果整合分析、技術評價、智慧財產權及技術移轉知識推廣與應用,行政院國家科學技術發展基金補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,葉瑩等,2011,農業智慧財產推廣應用獎勵及技術產業化模擬資訊研究,行政院國家科學技術發展基金補助計畫,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2011,WTO農業補貼通報審查方式與補貼議題立場及作法之參訪報告,出國報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,胡興華等,2013,赴中國大陸參加兩岸農村政策與農業產業合作發展研討會及參訪報告,參訪報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,,2015,參加以農地政策培育新世代農民國際研討會會議報告,出國報告,,,,,,,,行政院農業委員會,,,
6363c5c3a747f60d3e71a72d,劉育姍等,2017,106年農業創新政策研究支援平臺計畫研究報告,行政院農業委員會補助計畫,,,,,,,,農業科技研究院農業政策研究中心,,,
6363c5c3a747f60d3e71a72d,孔維新等,2017,新農業重要政策措施效益評估與擴大政策對話之研究計畫報告,行政院農業委員會補助計畫,,,,,,,,農業科技研究院農業政策研究中心,,,
6363c5c3a747f60d3e71a72d,劉育姍等,2018,107年農業創新政策研究支援平臺計畫研究報告,行政院農業委員會補助計畫,,,,,,,,農業科技研究院農業政策研究中心,,,
6363c5c3a747f60d3e71a72d,,2007,價值鍊管理應用在農業轉型升級政策之研究,未發表著作,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,農業智慧財產授權評價方法與機制設計之探討,未發表著作,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,1998,28-1總經理論族譜,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2002,經濟學方法簡介,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,25-0福利經濟與公共選擇,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,24-1賽局與經濟學比較,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,24-0賽局理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,23-1市場理論體系,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,23-0市場理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,22-1生產函數,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,22-0生產者理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,21-1效用函數,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,21-0消費者理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,19賽局理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,18解之動態過程,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,17解之比較靜態,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,16解值之求解,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,15解之存在性,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,14目標與限制數學性質-之二,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,13目標與限制數學性質-之一,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,12經濟數學模式設定,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2003,11-經濟數學概論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2009,98IT-國際組織談判課堂演練一,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2009,98IT-國際組織談判演練一討論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2009,98IT-國際組織談判演練一牌告,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2009,98IT-商貿談判演練說明,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2009,98IT-商貿談判演練討論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99ITb-政府採購,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99ITa-GATS,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT9-WTOt,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT8-WTO,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT7-UCP,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT6-國貿條規,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT5-國際商品買買契約公約,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT4-進出口程序,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT3-新近理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT2-OHmodel,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT1-古典貿易理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2010,99IT0-全球經貿情勢,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IFc-景氣判斷0,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IFb-ECFA概要,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IFa-人民幣專題,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF9-境外金融中心,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF8-技術分析概要,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF7-匯率分析方法,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF6-外匯交易工具4,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF5-外匯交易工具3,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF4-外匯交易工具2,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF3-外匯交易工具1,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF2-外匯交易術語,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF1-外匯制度與市場,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2011,99IF0-國際金融概要,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,20181006線性代數,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2020,20200804經濟學的流派與新思維,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2020,20200804國民所得決定理論2,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2020,20200804國民所得決定理論1,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ai20211031非典型工時與就業,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ah20211104非典型勞動報酬之經濟意涵,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ag20210828市場失靈與因應政策,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,af20211119勞動供需變動因素,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ae20211101市場理論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ad20210808生產者理論2,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ac20210808生產者理論1,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,ab20210815勞動供給決策,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2021,aa20210630勞動經濟學概論,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2022,ak20211127開放經濟對國內勞動旳影響,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2022,aj202211215就業與總體經濟關係,教學講義,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2015,氣候預報與農漁天然災害保險,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2017,大氣候對國內農業施政的影響,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,強化農業收入保險之推動規劃研究與談資料,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,新農業政策參考論述,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,107年度農業統計業務研習與談資料,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,農業因應經貿自由化之所得穩定策略與談資料,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2018,專業農所得與最適規模專家座談會與談資料,與談資料,,,,,,,,,,,
6363c5c3a747f60d3e71a72d,,2023,對了！就來賣稻子─米食加值及國際行銷方案,與談資料,,,,,,,,,,,
