blockchain,農業碳權去中心化認驗證制度之規劃設計,2022blo_net_ins_c36,pdf,c_conference,netzero,institute,,all,true,actual data
farm,由青果承銷商抗稅談農產運銷問題之所在,1988far_mar_pol_d10,pdf,d_periodly,marketing,policy,,all,true,actual data
farm,公地放領今昔面面觀,1998far_est_agr_d11,pdf,d_periodly,estate,agroeconomics,,all,true,actual data
trade,agp1-AGP煎出誘人大餅,1999tra_mar_tra_d12,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp2-採購資訊之取得,1999tra_mar_tra_d13,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp3-招標文件閱讀訣竅,1999tra_mar_tra_d14,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp4-投標評估與準備,1999tra_mar_tra_d15,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp5-投標方法與要領,2000tra_mar_tra_d16,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats1-WTO的服務業貿易商機大餅,2000tra_mar_tra_d17,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats2-解讀WTO服務業承諾表,2000tra_mar_tra_d18,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats3-跨境提供服務的貿易實務,2000tra_mar_tra_d19,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats4-消費者跨境移動的服務貿易,2000tra_mar_tra_d20,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats5-商業呈現的貿易實務,2000tra_mar_tra_d21,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp6-採購契約之簽訂與履行,2000tra_mar_tra_d22,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,gats7-開放金融市場對銀行業之挑戰與機會,2000tra_mar_fin_d23,pdf,d_periodly,marketing,financial,,all,true,actual data
trade,gats6-服務人員親臨的貿易實務,2000tra_mar_tra_d24,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp7-政府採購之申訴制度,2000tra_mar_tra_d25,pdf,d_periodly,marketing,trade,,all,true,actual data
trade,agp8-B to G：政府採購電子商務,2000tra_mar_tra_d26,pdf,d_periodly,marketing,trade,,all,true,actual data
firm,sa1-農業策略聯盟結盟方式之法律探討,2001fir_org_man_d27,pdf,d_periodly,organization,management,,all,true,actual data
IPR,ipr0-以霹靂為師─農業知識經濟試闡,2001IPR_inn_IPR_d28,pdf,d_periodly,innovation,IPR,,all,true,actual data
firm,sa0-推動農業策略聯盟,2001fir_org_pol_d29,pdf,d_periodly,organization,policy,,all,true,actual data
trade,WTO之農產貿易商機,2001tra_mar_tra_d30,pdf,d_periodly,marketing,trade,,all,true,actual data
firm,sa2-如何參與農業策略聯盟,2001fir_org_man_d31,pdf,d_periodly,organization,management,,all,true,actual data
IPR,ipr1-農業知識經濟發展策略與步驟,2001IPR_inn_IPR_d32,pdf,d_periodly,innovation,IPR,,all,true,actual data
IPR,ipr2-農業知識之外顯與智財策略選擇,2001IPR_res_IPR_d33,pdf,d_periodly,research,IPR,,all,true,actual data
IPR,ipr3-農業智財之成立或取得,2001IPR_IPR_IPR_d34,pdf,d_periodly,IPR,IPR,,all,true,actual data
trade,gats8-台灣入會服務業展新頁,2002tra_mar_tra_d35,pdf,d_periodly,marketing,trade,,all,true,actual data
IPR,ipr4-農業智財之保護與經營管理,2002IPR_IPR_IPR_d36,pdf,d_periodly,IPR,IPR,,all,true,actual data
IPR,ipr5-政府部門農業智財之經營管理,2002IPR_IPR_IPR_d37,pdf,d_periodly,IPR,IPR,,all,true,actual data
IPR,ipr6-農業智財之價格形成與鑑價,2002IPR_IPR_IPR_d38,pdf,d_periodly,IPR,IPR,,all,true,actual data
IPR,ipr8-農業智財事業之投資與育成,2002IPR_IPR_IPR_d39,pdf,d_periodly,IPR,IPR,,all,true,actual data
farm,農業發展有道理-農企業法人承受耕地許可制度,2002far_est_far_d40,pdf,d_periodly,estate,farmlaw,,all,true,actual data
IPR,ipr9-國際對於植物新品種智財權保護之作法,2002IPR_IPR_IPR_d41,pdf,d_periodly,IPR,IPR,,all,true,actual data
farm,農業發展條例修正施行2年檢討工作辦理情形,2002far_str_far_d42,pdf,d_periodly,strategy,farmlaw,,all,true,actual data
farm,立法院三讀通過農業發展條例修正條文簡介,2003far_str_far_d43,pdf,d_periodly,strategy,farmlaw,,all,true,actual data
farm,中國大陸2003年農業法修正內容分析,2003far_str_far_d44,pdf,d_periodly,strategy,farmlaw,,all,true,actual data
farm,SARS對我農業部門之經濟影響評估,2003far_ris_agr_d45,pdf,d_periodly,risk,agroeconomics,,all,true,actual data
farm,基因改造產品在全球農業及貿易之現況,2003far_rep_pol_d46,pdf,d_periodly,reputation,policy,,all,true,actual data
farm,京都議定書生效施行對農業之挑戰與機會,2005far_net_pol_d47,pdf,d_periodly,netzero,policy,,all,true,actual data
financial,新巴塞爾資本協定與全國農業金庫發展策略,2005fin_fin_pol_d48,pdf,d_periodly,financial,policy,,all,true,actual data
farm,參加APO會員國基本農業政策比較研究成果座談會紀要,2005far_str_pol_d49,pdf,d_periodly,strategy,policy,,all,true,actual data
farm,出席WTO對我國貿易政策檢討(TPR)會議報告─農業政策部分,2006far_mar_pol_d50,pdf,d_periodly,marketing,policy,,all,true,actual data
farm,大陸地區農業專業人士來臺從事專業活動審查要點簡介,2012far_str_far_d51,pdf,d_periodly,strategy,farmlaw,,all,true,actual data
farm,大陸地區農業專業人士來臺從事專業活動審查要點修正簡介,2013far_str_far_d62,pdf,d_periodly,strategy,farmlaw,,all,true,actual data
farm,農業的必須及必要─自由經濟示範區─農業加值政策,2014far_str_pol_d52,pdf,d_periodly,strategy,policy,,all,true,actual data
farm,Agricultural Direct Payment Policy in Taiwan,2015far_str_pol_d53,pdf,d_periodly,strategy,policy,,all,true,actual data
farm,我國加入WTO 以來農業人力資源分析及人力因應,2021far_HRM_agr_d54,pdf,d_periodly,HRM,agroeconomics,,all,true,actual data
firm,小農經濟與農業策略聯盟─陳希煌教授對臺灣農業經營的觀照與處方,2021fir_org_man_d63,pdf,d_periodly,organization,management,,all,true,actual data
farm,我國加入WTO後農業政策演進,2021far_str_pol_d55,pdf,d_periodly,strategy,policy,,all,true,actual data
farm,由農業指標看加入WTO後農業生產面成果,2021far_obj_agr_d56,pdf,d_periodly,object,agroeconomics,,all,true,actual data
farm,國內農業值得全民支持及全民須支持國內農業─食農教育參考論述,2022far_kno_pol_d57,pdf,d_periodly,knowledge,policy,,all,true,actual data
farm,近期農產供需情勢分析與因應之道,2022far_kno_agr_d58,pdf,d_periodly,knowledge,agroeconomics,,all,true,actual data
farm,我國加入 WTO 二十年農業部門回顧與展望,2022far_str_agr_d59,pdf,d_periodly,strategy,agroeconomics,,all,true,actual data
farm,我國雞蛋供需與產銷探討,2023far_mar_agr_d60,pdf,d_periodly,marketing,agroeconomics,,all,true,actual data
farm,新農業稻米政策思維與成果檢視,2023far_str_pol_d61,pdf,d_periodly,strategy,policy,,all,true,actual data
farm,農產運銷制度合理化的研究,1987far_mar_pol_e10,pdf,e-workreport,marketing,policy,,all,true,actual data
farm,當前糧食產銷政策之檢討,1988far_str_pol_e11,pdf,e-workreport,strategy,policy,,all,true,actual data
farm,我國農業金融制度之檢討改進,1989far_fin_pol_e33,pdf,e-workreport,financial,policy,,all,true,actual data
economics,太魯閣國家公園計畫之經濟效益評估,1991eco_per_agr_e12,pdf,e-workreport,performance,agroeconomics,,all,true,actual data
farm,農業自由化之研究-建構與推動APEC行動綱領,1996far_str_pol_e13,pdf,e-workreport,strategy,policy,,all,true,actual data
farm,健全農會信用部體制之研究,1997far_org_pol_e14,pdf,e-workreport,organization,policy,,all,true,actual data
farm,APEC部分產業提前自願性自由化方案對國內產業之影響──蔬菜部門部分,1998far_mar_pol_e15,pdf,e-workreport,marketing,policy,,all,true,actual data
farm,隨團參加兩岸青年學者農業論壇研討會參訪報告,1999far_kno_pol_e16,pdf,e-workreport,knowledge,policy,,all,true,actual data
otherICT,隨團參加電機電子公會二○○○華南華東訪問團參訪報告,2000oth_mar_man_e17,pdf,e-workreport,marketing,management,,all,true,actual data
farm,臺灣農業政策管理系統之維護與開發(III),1999far_str_agr_e18,pdf,e-workreport,strategy,agroeconomics,,all,true,actual data
farm,臺灣農業政策管理系統之維護與開發(IV),2000far_str_agr_e64,pdf,e-workreport,strategy,agroeconomics,,all,true,actual data
farm,臺灣農業政策管理系統之維護與開發(V),2001far_str_agr_e65,pdf,e-workreport,strategy,agroeconomics,,all,true,actual data
farm,臺灣農業政策管理系統之維護與開發(VI),2002far_str_agr_e66,pdf,e-workreport,strategy,agroeconomics,,all,true,actual data
IPR,赴中國大陸武漢市參加海峽兩岸專利保護論壇報告,2004IPR_IP'_IPR_e19,pdf,e-workreport,IP'R,IPR,,all,true,actual data
farm,我國農業補貼政策調整方向之研究,2005far_str_pol_e20,pdf,e-workreport,strategy,policy,,all,true,actual data
farm,參加農業多功能性在WTO農業談判之意涵研討會報告,2006far_str_pol_e21,pdf,e-workreport,strategy,policy,,all,true,actual data
IPR,台灣農業智慧財產權在中國大陸保護及經營管理相關課題之研究,2007IPR_IPR_IPR_e22,pdf,e-workreport,IPR,IPR,,all,true,actual data
farm,參加第27屆國際農經學會大會及兩岸農業交流研討會報告,2009far_res_agr_e23,pdf,e-workreport,research,agroeconomics,,all,true,actual data
farm,參加FFTC農糧政策國際研討會─亞洲小農制觀點之糧食安全會議報告,2009far_ris_pol_e24,pdf,e-workreport,risk,policy,,all,true,actual data
IPR,農業科技研發成果整合分析、技術評價、智慧財產權及技術移轉知識推廣與應用,2009IPR_IPR_IPR_e25,pdf,e-workreport,IPR,IPR,,all,true,actual data
farm,農業智慧財產推廣應用獎勵及技術產業化模擬資訊研究,2011far_IPR_IPR_e26,pdf,e-workreport,IPR,IPR,,all,true,actual data
farm,WTO農業補貼通報審查方式與補貼議題立場及作法之參訪報告,2011far_mar_pol_e27,pdf,e-workreport,marketing,policy,,all,true,actual data
farm,赴中國大陸參加兩岸農村政策與農業產業合作發展研討會及參訪報告,2013far_str_pol_e28,pdf,e-workreport,strategy,policy,,all,true,actual data
farm,參加以農地政策培育新世代農民國際研討會會議報告,2015far_str_pol_e29,pdf,e-workreport,strategy,policy,,all,true,actual data
farm,106年農業創新政策研究支援平臺計畫研究報告,2017far_kno_pol_e30,pdf,e-workreport,knowledge,policy,,all,true,actual data
farm,新農業重要政策措施效益評估與擴大政策對話之研究計畫報告,2017far_per_agr_e31,pdf,e-workreport,performance,agroeconomics,,all,true,actual data
farm,107年農業創新政策研究支援平臺計畫研究報告,2018far_kno_pol_e32,pdf,e-workreport,knowledge,policy,,all,true,actual data
strategy,價值鍊管理應用在農業轉型升級政策之研究,2007str_str_man_f10,pdf,f_unpublish,strategy,management,,all,true,actual data
IPR,農業智慧財產授權評價方法與機制設計之探討,2010IPR_IPR_IPR_f11,pdf,f_unpublish,IPR,IPR,,all,true,actual data
economics,28-1總經理論族譜,1998eco_kno_mac_g20,pdf,g_handout,knowledge,macroeconomics,,all,true,actual data
economics,經濟學方法簡介,2002eco_kno_eco_g21,pdf,g_handout,knowledge,economics,,all,true,actual data
economics,25-0福利經濟與公共選擇,2003eco_kno_mic_g22,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,24-1賽局與經濟學比較,2003eco_kno_mic_g23,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,24-0賽局理論,2003eco_str_mic_g24,pdf,g_handout,strategy,microeconomics,,all,true,actual data
economics,23-1市場理論體系,2003eco_kno_mic_g25,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,23-0市場理論,2003eco_kno_mic_g26,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,22-1生產函數,2003eco_kno_mic_g27,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,22-0生產者理論,2003eco_kno_mic_g28,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,21-1效用函數,2003eco_kno_mic_g29,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,21-0消費者理論,2003eco_kno_mic_g30,pdf,g_handout,knowledge,microeconomics,,all,true,actual data
economics,19賽局理論,2003eco_str_app_g31,pdf,g_handout,strategy,applymath,,all,true,actual data
economics,18解之動態過程,2003eco_kno_app_g32,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,17解之比較靜態,2003eco_kno_app_g33,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,16解值之求解,2003eco_kno_app_g34,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,15解之存在性,2003eco_kno_app_g35,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,14目標與限制數學性質-之二,2003eco_kno_app_g36,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,13目標與限制數學性質-之一,2003eco_kno_app_g37,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,12經濟數學模式設定,2003eco_kno_app_g38,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,11-經濟數學概論,2003eco_kno_app_g39,pdf,g_handout,knowledge,applymath,,all,true,actual data
financial,98IT-國際組織談判課堂演練一,2009fin_str_tra_g40,pdf,g_handout,strategy,trade,,all,true,actual data
financial,98IT-國際組織談判演練一討論,2009fin_str_tra_g41,pdf,g_handout,strategy,trade,,all,true,actual data
financial,98IT-國際組織談判演練一牌告,2009fin_str_tra_g42,pdf,g_handout,strategy,trade,,all,true,actual data
financial,98IT-商貿談判演練說明,2009fin_str_man_g43,pdf,g_handout,strategy,management,,all,true,actual data
financial,98IT-商貿談判演練討論,2009fin_str_man_g44,pdf,g_handout,strategy,management,,all,true,actual data
trade,99ITb-政府採購,2010tra_mar_tra_g45,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99ITa-GATS,2010tra_mar_tra_g46,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT9-WTOt,2010tra_mar_tra_g47,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT8-WTO,2010tra_mar_tra_g48,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT7-UCP,2010tra_mar_tra_g49,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT6-國貿條規,2010tra_mar_tra_g50,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT5-國際商品買買契約公約,2010tra_mar_tra_g51,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT4-進出口程序,2010tra_mar_tra_g52,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT3-新近理論,2010tra_mar_tra_g53,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT2-OHmodel,2010tra_mar_tra_g54,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT1-古典貿易理論,2010tra_mar_tra_g55,pdf,g_handout,marketing,trade,,all,true,actual data
trade,99IT0-全球經貿情勢,2010tra_mar_tra_g56,pdf,g_handout,marketing,trade,,all,true,actual data
financial,99IFc-景氣判斷0,2011fin_mar_tra_g57,pdf,g_handout,marketing,trade,,all,true,actual data
financial,99IFb-ECFA概要,2011fin_fin_for_g58,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IFa-人民幣專題,2011fin_fin_for_g59,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF9-境外金融中心,2011fin_fin_for_g60,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF8-技術分析概要,2011fin_fin_for_g61,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF7-匯率分析方法,2011fin_fin_for_g62,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF6-外匯交易工具4,2011fin_fin_for_g63,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF5-外匯交易工具3,2011fin_fin_for_g64,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF4-外匯交易工具2,2011fin_fin_for_g65,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF3-外匯交易工具1,2011fin_fin_for_g66,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF2-外匯交易術語,2011fin_fin_for_g67,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF1-外匯制度與市場,2011fin_fin_for_g68,pdf,g_handout,financial,foreignexchange,,all,true,actual data
financial,99IF0-國際金融概要,2011fin_fin_for_g69,pdf,g_handout,financial,foreignexchange,,all,true,actual data
math,20181006線性代數,2018mat_kno_app_g70,pdf,g_handout,knowledge,applymath,,all,true,actual data
economics,20200804經濟學的流派與新思維,2020eco_kno_mac_g71,pdf,g_handout,knowledge,macroeconomics,,all,true,actual data
economics,20200804國民所得決定理論2,2020eco_kno_mac_g72,pdf,g_handout,knowledge,macroeconomics,,all,true,actual data
economics,20200804國民所得決定理論1,2020eco_kno_mac_g73,pdf,g_handout,knowledge,macroeconomics,,all,true,actual data
economics,ai20211031非典型工時與就業,2021eco_HRM_lab_g74,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ah20211104非典型勞動報酬之經濟意涵,2021eco_HRM_lab_g75,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ag20210828市場失靈與因應政策,2021eco_HRM_lab_g76,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,af20211119勞動供需變動因素,2021eco_HRM_lab_g77,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ae20211101市場理論,2021eco_HRM_lab_g78,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ad20210808生產者理論2,2021eco_HRM_lab_g79,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ac20210808生產者理論1,2021eco_HRM_lab_g80,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ab20210815勞動供給決策,2021eco_HRM_lab_g81,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,aa20210630勞動經濟學概論,2021eco_HRM_lab_g82,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,ak20211127開放經濟對國內勞動旳影響,2022eco_HRM_lab_g83,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
economics,aj202211215就業與總體經濟關係,2022eco_HRM_lab_g84,pdf,g_handout,HRM,laboreconomics,,all,true,actual data
farm,氣候預報與農漁天然災害保險,2015far_ris_pol_h31,pdf,h_opinion,risk,policy,,all,true,actual data
farm,大氣候對國內農業施政的影響,2017far_ris_pol_h32,pdf,h_opinion,risk,policy,,all,true,actual data
farm,強化農業收入保險之推動規劃研究與談資料,2018far_ris_pol_h33,pdf,h_opinion,risk,policy,,all,true,actual data
farm,新農業政策參考論述,2018far_str_pol_h34,pdf,h_opinion,strategy,policy,,all,true,actual data
farm,107年度農業統計業務研習與談資料,2018far_per_sta_h35,pdf,h_opinion,performance,statistics,,all,true,actual data
farm,農業因應經貿自由化之所得穩定策略與談資料,2018far_str_pol_h36,pdf,h_opinion,strategy,policy,,all,true,actual data
farm,專業農所得與最適規模專家座談會與談資料,2018far_pro_pol_h37,pdf,h_opinion,production,policy,,all,true,actual data
farm,對了！就來賣稻子─米食加值及國際行銷方案,2023far_mar_pol_h38,pdf,h_opinion,marketing,policy,,all,true,actual data
farm,臺灣糧食自給率之影響及因應綜合座談會與談資料,2017far_str_pol_h20,pdf,h_opinion,strategy,policy,,all,true,actual data
farm,農業多功能評估在農業政策上之應用座談會與談資料,2017far_str_agr_h21,pdf,h_opinion,strategy,agroeconomics,,all,true,actual data
farm,我國農業融資現況與展望,2017far_fin_fin_h22,pdf,h_opinion,financial,financial,,all,true,actual data
farm,農業經營者產銷補助情形初步分析,2018far_per_agr_h23,pdf,h_opinion,performance,agroeconomics,,all,true,actual data
farm,小農如何提升國際競爭力,2019far_str_pol_h24,pdf,h_opinion,strategy,policy,,all,true,actual data
ICT,開放資料在農政研究應用,2021ICT_ICT_ICT_h25,pdf,h_opinion,ICT,ICT,,all,true,actual data
farm,農業多功能給付可強化之處,2022far_str_agr_h26,pdf,h_opinion,strategy,agroeconomics,,all,true,actual data
farm,山坡地利用管理,2022far_str_pol_h27,pdf,h_opinion,strategy,policy,,all,true,actual data
farm,由農業普查看施政成果與可精進方向,2022far_per_pol_h28,pdf,h_opinion,performance,policy,,all,true,actual data
farm,稻米政策探討與強化方向,2023far_str_agr_h29,pdf,h_opinion,strategy,agroeconomics,,all,true,actual data
farm,穩定我國糧食供需之策略研析專家座談會與談,2023far_pro_agr_h30,pdf,h_opinion,production,agroeconomics,,all,true,actual data
math,20181006組合論概要,2018mat_kno_app_i20,pdf,i_note,knowledge,applymath,,all,true,actual data
math,20201008數學體系,2020mat_kno_app_i21,pdf,i_note,knowledge,applymath,,all,true,actual data
math,20201008數學發展,2020mat_kno_app_i22,pdf,i_note,knowledge,applymath,,all,true,actual data
math,統計學體系圖,2022mat_kno_app_i23,pdf,i_note,knowledge,applymath,,all,true,actual data
math,機率論體系圖,2022mat_kno_app_i24,pdf,i_note,knowledge,applymath,,all,true,actual data
math,20220625重要數學元素及拓樸要點,2022mat_kno_app_i25,pdf,i_note,knowledge,applymath,,all,true,actual data
blockchain,區塊鏈簡介與應用,2019blo_ICT_ICT_j20,pdf,j_share,ICT,ICT,,all,true,actual data
blockchain,區塊鏈要點,2021blo_ICT_ICT_j21,pdf,j_share,ICT,ICT,,all,true,actual data
strategy,方案企劃方法與要領,2022str_str_man_j22,pdf,j_share,strategy,management,,all,true,actual data
